"situation","indicateur_base","formule_base (OR)","indicateur_derive","formule_derivee","imbrique_ok","condition_resolue"
"expost","FretFluvCat14Request","=K616","FretFluvCat14NbTraj","=K620 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F620)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat14Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"expost","FretFluvCat14Request","=K616","FretFluvCat14DistAn","=K620 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F620)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat14Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"expost","FretFluvCat15Request","=K627","FretFluvCat15NbTraj","=K631 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F631)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat15Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"expost","FretFluvCat15Request","=K627","FretFluvCat15DistAn","=K631 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F631)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat15Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"expost","FretFluvCat16Request","=K638","FretFluvCat16NbTraj","=K642 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F642)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat16Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"expost","FretFluvCat16Request","=K638","FretFluvCat16DistAn","=K642 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F642)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat16Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"expost","FretFluvCat17Request","=K649","FretFluvCat17NbTraj","=K653 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F653)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat17Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"expost","FretFluvCat17Request","=K649","FretFluvCat17DistAn","=K653 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F653)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat17Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"expost","FretFluvCat18Request","=K660","FretFluvCat18NbTraj","=K664 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F664)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat18Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"expost","FretFluvCat18Request","=K660","FretFluvCat18DistAn","=K664 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F664)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat18Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"expost","FretFluvCat19Request","=K671","FretFluvCat19NbTraj","=K675 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F675)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat19Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"expost","FretFluvCat19Request","=K671","FretFluvCat19DistAn","=K675 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F675)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat19Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"expost","FretFluvCat20Request","=K682","FretFluvCat20NbTraj","=K686 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F686)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat20Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"expost","FretFluvCat20Request","=K682","FretFluvCat20DistAn","=K686 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F686)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat20Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"expost","FretFluvCat21Request","=K693","FretFluvCat21NbTraj","=K697 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F697)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat21Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"expost","FretFluvCat21Request","=K693","FretFluvCat21DistAn","=K697 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F697)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat21Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"expost","FretFluvCat22Request","=K704","FretFluvCat22NbTraj","=K708 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F708)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat22Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"expost","FretFluvCat22Request","=K704","FretFluvCat22DistAn","=K708 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F708)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat22Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"expost","FretFluvCat23Request","=K715","FretFluvCat23NbTraj","=K719 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F719)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat23Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"expost","FretFluvCat23Request","=K715","FretFluvCat23DistAn","=K719 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F719)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat23Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"expost","FretFluvCat24Request","=K726","FretFluvCat24NbTraj","=K730 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F730)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat24Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"expost","FretFluvCat24Request","=K726","FretFluvCat24DistAn","=K730 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F730)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat24Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"expost","FretFluvCat25Request","=K737","FretFluvCat25NbTraj","=K741 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F741)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat25Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"expost","FretFluvCat25Request","=K737","FretFluvCat25DistAn","=K741 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F741)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat25Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"expost","FretFluvCat26Request","=K748","FretFluvCat26NbTraj","=K752 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F752)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat26Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"expost","FretFluvCat26Request","=K748","FretFluvCat26DistAn","=K752 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F752)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat26Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"expost","FretFluvCat27Request","=K759","FretFluvCat27NbTraj","=K763 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F763)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat27Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"expost","FretFluvCat27Request","=K759","FretFluvCat27DistAn","=K763 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F763)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat27Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"expost","FretFluvCat28Request","=K770","FretFluvCat28NbTraj","=K774 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F774)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat28Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"expost","FretFluvCat28Request","=K770","FretFluvCat28DistAn","=K774 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F774)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat28Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"expost","FretFluvCat29Request","=K781","FretFluvCat29NbTraj","=K785 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F785)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat29Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"expost","FretFluvCat29Request","=K781","FretFluvCat29DistAn","=K785 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F785)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat29Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"expost","FretFluvCat30Request","=K792","FretFluvCat30NbTraj","=K796 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F796)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat30Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"expost","FretFluvCat30Request","=K792","FretFluvCat30DistAn","=K796 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F796)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat30Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"expost","FretFluvCat31Request","=K803","FretFluvCat31NbTraj","=K807 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F807)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat31Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"expost","FretFluvCat31Request","=K803","FretFluvCat31DistAn","=K807 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F807)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat31Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"expost","FretFluvCat32Request","=K814","FretFluvCat32NbTraj","=K818 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F818)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat32Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"expost","FretFluvCat32Request","=K814","FretFluvCat32DistAn","=K818 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F818)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat32Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
