"situation","indicateur_base","formule_base (OR)","indicateur_derive","formule_derivee","imbrique_ok","condition_resolue"
"ref","FretFluvCat27Request","=K742","FretFluvCat27NbTraj","=K746 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F746)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat27Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat27Request","=K742","FretFluvCat27DistAn","=K746 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F746)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat27Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat28Request","=K753","FretFluvCat28NbTraj","=K757 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F757)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat28Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat28Request","=K753","FretFluvCat28DistAn","=K757 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F757)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat28Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat29Request","=K764","FretFluvCat29NbTraj","=K768 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F768)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat29Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat29Request","=K764","FretFluvCat29DistAn","=K768 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F768)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat29Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat30Request","=K775","FretFluvCat30NbTraj","=K779 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F779)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat30Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat30Request","=K775","FretFluvCat30DistAn","=K779 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F779)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat30Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat31Request","=K786","FretFluvCat31NbTraj","=K790 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F790)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat31Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat31Request","=K786","FretFluvCat31DistAn","=K790 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F790)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat31Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat32Request","=K797","FretFluvCat32NbTraj","=K801 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F801)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat32Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat32Request","=K797","FretFluvCat32DistAn","=K801 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F801)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat32Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat33Request","=K808","FretFluvCat33NbTraj","=K812 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F812)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat33Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat33Request","=K808","FretFluvCat33DistAn","=K812 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F812)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat33Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat34Request","=K819","FretFluvCat34NbTraj","=K823 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F823)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat34Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat34Request","=K819","FretFluvCat34DistAn","=K823 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F823)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat34Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat35Request","=K830","FretFluvCat35NbTraj","=K834 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F834)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat35Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat35Request","=K830","FretFluvCat35DistAn","=K834 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F834)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat35Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat36Request","=K841","FretFluvCat36NbTraj","=K845 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F845)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat36Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat36Request","=K841","FretFluvCat36DistAn","=K845 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F845)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat36Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat37Request","=K852","FretFluvCat37NbTraj","=K856 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F856)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat37Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat37Request","=K852","FretFluvCat37DistAn","=K856 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F856)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat37Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat38Request","=K863","FretFluvCat38NbTraj","=K867 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F867)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat38Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat38Request","=K863","FretFluvCat38DistAn","=K867 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F867)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat38Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat39Request","=K874","FretFluvCat39NbTraj","=K878 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F878)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat39Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat39Request","=K874","FretFluvCat39DistAn","=K878 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F878)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat39Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat40Request","=K885","FretFluvCat40NbTraj","=K889 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F889)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat40Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat40Request","=K885","FretFluvCat40DistAn","=K889 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F889)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat40Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat41Request","=K896","FretFluvCat41NbTraj","=K900 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F900)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat41Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat41Request","=K896","FretFluvCat41DistAn","=K900 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F900)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat41Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat42Request","=K907","FretFluvCat42NbTraj","=K911 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F911)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat42Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat42Request","=K907","FretFluvCat42DistAn","=K911 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F911)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat42Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat43Request","=K918","FretFluvCat43NbTraj","=K922 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F922)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat43Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat43Request","=K918","FretFluvCat43DistAn","=K922 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F922)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat43Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat44Request","=K929","FretFluvCat44NbTraj","=K933 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F933)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat44Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat44Request","=K929","FretFluvCat44DistAn","=K933 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F933)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat44Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat45Request","=K940","FretFluvCat45NbTraj","=K944 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F944)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat45Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat45Request","=K940","FretFluvCat45DistAn","=K944 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F944)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat45Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat46Request","=K951","FretFluvCat46NbTraj","=K955 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F955)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat46Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat46Request","=K951","FretFluvCat46DistAn","=K955 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F955)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat46Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat47Request","=K962","FretFluvCat47NbTraj","=K966 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F966)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat47Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat47Request","=K962","FretFluvCat47DistAn","=K966 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F966)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat47Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat48Request","=K973","FretFluvCat48NbTraj","=K977 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F977)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat48Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
"ref","FretFluvCat48Request","=K973","FretFluvCat48DistAn","=K977 * IF(ISNUMBER(SEARCH(""La distance parcourue annuellement pour ce type de barge"", F977)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat48Request"",""value"":""La distance parcourue annuellement pour ce type de barge""}]}"
"ref","FretFluvCat49Request","=K984","FretFluvCat49NbTraj","=K988 * IF(ISNUMBER(SEARCH(""Une estimation du nombre annuel de trajets pour ce type de barge"", F988)),1,0)","OUI","{""operator"":""AND"",""conditions"":[{""operator"":""OR"",""conditions"":[{""type"":""contains"",""excel_indicator_id"":""ActionsCharte"",""value"":""C4"",""excel_indicator_situation"":""init""},{""type"":""contains"",""excel_indicator_id"":""ActionsAutres"",""value"":""C4"",""excel_indicator_situation"":""init""}]},{""type"":""contains"",""excel_indicator_id"":""FretFluvCat49Request"",""value"":""Une estimation du nombre annuel de trajets pour ce type de barge""}]}"
